key	freq	prob	cfreq	cprob	count	cfrac
24772	318	0.000361	687429	0.7804	491	0.02236
14757	318	0.000361	687747	0.7807	492	0.0224
25663	317	0.0003598	688064	0.7811	493	0.02245
6640	316	0.0003587	688380	0.7814	494	0.02249
23657	313	0.0003553	688693	0.7818	495	0.02254
11249	312	0.0003542	689005	0.7821	496	0.02259
19964	310	0.0003519	689315	0.7825	497	0.02263
13205	308	0.0003496	689623	0.7828	498	0.02268
3836	306	0.0003474	689929	0.7832	499	0.02272
3717	305	0.0003462	690234	0.7835	500	0.02277
20711	303	0.000344	690537	0.7839	501	0.02281
28016	302	0.0003428	690839	0.7842	502	0.02286
17664	302	0.0003428	691141	0.7846	503	0.0229
26529	299	0.0003394	691440	0.7849	504	0.02295
24537	299	0.0003394	691739	0.7852	505	0.023
18433	299	0.0003394	692038	0.7856	506	0.02304
9248	298	0.0003383	692336	0.7859	507	0.02309
14091	297	0.0003371	692633	0.7863	508	0.02313
23011	297	0.0003371	692930	0.7866	509	0.02318
4846	296	0.000336	693226	0.7869	510	0.02322
24359	296	0.000336	693522	0.7873	511	0.02327
20168	296	0.000336	693818	0.7876	512	0.02331
22616	295	0.0003349	694113	0.7879	513	0.02336
25769	292	0.0003315	694405	0.7883	514	0.02341
13734	291	0.0003303	694696	0.7886	515	0.02345
862	290	0.0003292	694986	0.7889	516	0.0235
3602	289	0.0003281	695275	0.7893	517	0.02354
19885	289	0.0003281	695564	0.7896	518	0.02359
7548	287	0.0003258	695851	0.7899	519	0.02363
28568	287	0.0003258	696138	0.7902	520	0.02368
22010	286	0.0003247	696424	0.7906	521	0.02372
5818	286	0.0003247	696710	0.7909	522	0.02377
9192	286	0.0003247	696996	0.7912	523	0.02381
6874	286	0.0003247	697282	0.7915	524	0.02386
2577	284	0.0003224	697566	0.7919	525	0.02391
23115	282	0.0003201	697848	0.7922	526	0.02395
26197	282	0.0003201	698130	0.7925	527	0.024
6795	281	0.000319	698411	0.7928	528	0.02404
5837	281	0.000319	698692	0.7931	529	0.02409
9832	281	0.000319	698973	0.7935	530	0.02413
24450	280	0.0003178	699253	0.7938	531	0.02418
21725	280	0.0003178	699533	0.7941	532	0.02422
16816	279	0.0003167	699812	0.7944	533	0.02427
16616	278	0.0003156	700090	0.7947	534	0.02432
6774	277	0.0003144	700644	0.7954	536	0.02441
12806	277	0.0003144	700367	0.795	535	0.02436
7330	274	0.000311	700918	0.7957	537	0.02445
